,id,winning_team,blue_wards_placed,blue_wards_killed,blue_champions_killed,blue_elites_killed,blue_plates_destroyed,blue_turrets_destroyed,blue_total_gold,blue_average_level,blue_jungle_monsters_killed,blue_minions_killed,blue_first_blood,red_wards_placed,red_wards_killed,red_champions_killed,red_elites_killed,red_plates_destroyed,red_turrets_destroyed,red_total_gold,red_average_level,red_jungle_monsters_killed,red_minions_killed,red_first_blood,red_first_blodd
209,NA1_4503212848,100,12,2,12,0,3,0,19849,7.4,50,216,0,13,2,4,0,2,0,16231,6.8,58,196,0,1.0
210,NA1_4464146287,100,15,1,7,0,1,0,16697,7.0,44,228,0,12,3,8,0,0,0,17623,6.8,60,230,0,1.0
211,NA1_4464086007,100,15,3,12,0,4,0,19829,7.4,64,196,0,18,1,13,0,1,0,18824,7.0,56,185,0,1.0
212,NA1_4462953310,100,12,7,3,1,4,0,16376,6.8,62,239,0,15,3,5,0,1,0,15478,6.8,60,198,0,1.0
213,NA1_4462647668,200,16,3,4,0,2,0,15672,6.8,54,201,0,25,4,9,1,1,0,18022,6.8,54,184,0,1.0
214,NA1_4462282721,100,18,3,11,0,1,0,18641,7.0,44,221,1,15,1,2,0,0,0,14520,6.4,54,205,0,
215,NA1_4462270071,100,15,2,11,1,2,0,18318,7.2,61,193,0,13,1,9,0,3,0,16874,6.6,54,193,0,1.0
216,NA1_4455169918,100,18,1,7,1,0,0,18264,7.0,74,202,1,13,1,7,1,3,0,17495,7.2,76,223,0,
217,NA1_4455045907,200,14,0,10,0,0,0,17896,7.0,48,230,0,16,1,5,1,1,0,16898,7.0,68,216,0,1.0
218,NA1_4454939699,200,108,0,8,0,0,0,16581,6.6,52,193,1,10,2,7,1,2,0,17175,7.0,56,200,0,
219,NA1_4454927641,100,21,0,9,0,0,0,17037,6.8,45,170,0,14,2,19,1,4,0,21986,6.6,45,196,0,1.0
220,NA1_4505985619,100,19,4,9,0,2,0,18647,7.6,76,192,1,20,5,2,2,1,0,14820,6.8,56,218,0,
221,NA1_4505965988,100,14,2,5,0,4,0,17090,7.0,60,235,0,16,4,7,1,2,0,18004,6.8,78,189,0,1.0
222,NA1_4505652186,100,18,3,6,0,0,0,17144,6.8,71,221,1,14,3,10,0,2,0,18892,7.2,48,235,0,
223,NA1_4505627727,100,12,1,10,0,9,0,21019,7.4,60,242,1,44,0,2,0,1,0,13564,6.4,48,159,0,
224,NA1_4505618381,200,8,1,5,0,0,0,14345,6.2,12,178,1,13,1,9,1,4,0,18395,7.2,72,212,0,
225,NA1_4505587597,100,51,2,10,0,3,0,18577,7.4,54,215,0,18,0,9,0,2,0,17659,6.8,50,186,0,1.0
226,NA1_4505549609,200,17,3,8,0,1,0,17855,7.4,64,234,0,14,2,5,1,0,0,17713,7.2,68,223,0,1.0
227,NA1_4505519289,100,15,2,7,2,1,0,17293,7.0,76,195,1,16,0,1,0,4,0,14581,6.8,56,230,0,
228,NA1_4505358054,100,14,0,4,1,2,0,15744,7.2,71,196,0,16,0,3,0,3,0,16580,7.2,56,235,0,1.0
229,NA1_4505321256,100,9,4,5,1,1,0,16620,7.4,67,242,1,13,2,4,1,1,0,15988,7.0,52,263,0,
230,NA1_4491789896,200,30,1,7,0,3,0,17600,6.4,59,183,0,11,3,14,0,1,0,19422,7.0,36,184,0,1.0
231,NA1_4491764755,200,12,4,5,0,0,0,15999,6.8,60,206,1,16,3,11,0,2,0,19355,7.2,44,225,0,
232,NA1_4491738108,100,17,1,7,1,3,0,17538,6.8,56,196,1,13,3,9,0,4,0,17858,7.0,54,183,0,
233,NA1_4491701599,200,14,1,4,1,1,0,15634,6.8,80,200,1,12,2,6,0,3,0,17260,7.0,39,224,0,
234,NA1_4491670636,100,14,4,5,1,4,0,15914,6.6,54,193,1,83,2,8,1,4,0,17425,6.8,52,202,0,
235,NA1_4491643629,100,12,4,7,0,1,0,18633,7.0,60,234,1,18,1,8,2,3,0,17977,7.2,48,236,0,
236,NA1_4491616520,100,25,2,5,0,1,0,16301,6.8,56,192,0,13,3,7,0,2,0,16923,6.8,48,202,0,1.0
237,NA1_4491528194,200,16,4,4,1,2,0,15616,6.4,54,189,0,18,1,10,1,2,0,18125,7.2,55,187,0,1.0
238,NA1_4491503568,100,13,1,9,1,2,0,17604,6.8,51,202,1,15,3,8,1,2,0,17798,6.6,50,202,0,
239,NA1_4491486556,200,18,4,4,1,0,0,15019,6.4,55,202,0,23,3,6,1,1,0,16533,6.8,60,220,0,1.0
240,NA1_4492471846,100,13,2,6,1,3,0,16645,6.8,76,208,1,11,0,7,1,1,0,16596,7.2,44,214,0,
241,NA1_4492443058,100,15,3,5,1,2,0,16617,7.0,47,249,0,13,1,6,0,0,0,16828,6.8,60,192,0,1.0
242,NA1_4490248883,200,13,6,6,0,2,0,15983,6.8,48,178,1,16,1,7,1,4,0,17199,6.8,76,208,0,
243,NA1_4490201294,200,13,3,12,0,4,0,20102,7.2,58,217,1,16,2,9,1,2,0,17151,6.8,42,180,0,
244,NA1_4486944980,100,19,0,16,0,3,0,20253,7.0,40,200,1,15,2,10,0,0,0,18539,6.2,55,147,0,
245,NA1_4480180250,200,19,1,9,0,1,0,18422,7.0,63,229,1,16,4,7,0,1,0,17962,7.2,56,212,0,
246,NA1_4480124218,100,11,3,6,0,0,0,16822,7.0,60,236,1,18,3,6,0,3,0,17412,6.6,40,270,0,
247,NA1_4476698151,200,16,4,3,0,2,0,15854,7.4,56,229,0,13,1,4,1,3,0,17139,7.0,48,255,0,1.0
248,NA1_4470476099,100,33,3,10,1,2,0,18801,7.2,52,222,1,39,0,5,0,0,0,15523,6.6,60,171,0,
249,NA1_4444024180,200,17,4,7,0,1,0,16464,6.8,59,180,0,18,1,3,1,0,0,15424,7.0,68,213,0,1.0
250,NA1_4481086344,200,13,2,5,0,3,0,16733,7.2,53,233,1,12,1,5,1,0,0,15642,6.8,68,195,0,
251,NA1_4481069525,200,16,1,8,0,0,0,17970,7.0,64,217,0,11,1,5,0,0,0,16030,6.8,60,243,0,1.0
252,NA1_4478815528,100,24,3,9,2,8,2,20912,7.0,63,261,0,10,2,3,0,2,0,14644,6.6,60,201,0,1.0
253,NA1_4477816727,200,10,1,6,0,0,0,15988,6.4,46,179,0,12,4,10,1,7,1,21321,7.0,68,237,0,1.0
254,NA1_4477707659,200,15,1,2,0,1,0,15929,7.2,68,257,0,14,2,5,1,4,0,17376,7.0,68,244,0,1.0
255,NA1_4473645647,100,15,2,8,0,2,0,17882,7.2,62,227,0,17,0,4,1,1,0,16089,7.2,57,225,0,1.0
256,NA1_4471853556,200,20,3,3,0,1,0,14846,6.4,48,199,0,15,3,9,1,3,0,19372,7.2,84,246,0,1.0
257,NA1_4471799105,100,13,2,16,0,1,0,20598,7.2,55,206,0,15,1,7,0,2,0,17208,6.4,60,199,0,1.0
258,NA1_4469402203,100,35,0,14,1,3,0,21168,7.2,60,233,1,13,3,9,1,3,0,17752,6.6,45,224,0,
259,NA1_4469322927,100,10,1,9,0,5,0,17997,7.2,52,207,1,12,4,11,1,4,0,19040,7.2,48,184,0,
260,NA1_4469467626,100,38,4,8,0,2,0,17341,6.8,51,222,1,15,1,4,0,1,0,15595,6.6,65,207,0,
261,NA1_4462326443,100,17,3,12,0,6,0,19575,7.2,64,205,1,10,3,2,0,0,0,14176,6.6,45,202,0,
262,NA1_4462290548,200,20,5,4,0,1,0,16214,7.0,61,211,1,27,8,3,2,1,0,15337,7.2,56,228,0,
263,NA1_4453278645,100,21,3,7,1,3,0,16994,6.4,53,213,1,27,3,5,0,2,0,15307,6.6,47,165,0,
264,NA1_4437614923,100,17,4,11,2,1,0,19634,7.2,55,237,1,61,2,5,0,4,0,16100,7.0,60,202,0,
265,NA1_4437591357,100,40,3,13,1,0,0,20165,7.2,68,233,1,14,3,10,0,2,0,16640,7.2,49,179,0,
266,NA1_4436152799,200,13,3,5,0,1,0,16135,7.2,64,227,1,60,2,4,0,2,0,15293,7.0,60,195,0,
267,NA1_4436104626,200,13,1,5,0,1,0,16013,7.4,56,231,0,13,3,9,2,1,0,17742,7.2,71,211,0,1.0
268,NA1_4436069775,200,19,2,5,0,0,0,15646,7.2,49,199,0,19,0,7,0,0,0,17116,7.4,60,230,0,1.0
269,NA1_4435594695,100,16,5,8,0,3,0,17029,6.8,64,195,1,13,5,3,0,3,0,15350,7.0,56,204,0,
270,NA1_4487885638,100,15,4,4,1,0,0,15560,7.0,68,209,0,20,2,6,1,1,0,16964,7.2,41,254,0,1.0
271,NA1_4487868229,100,18,3,7,1,0,0,17273,6.8,62,187,0,21,2,4,1,1,0,15495,6.4,72,182,0,1.0
272,NA1_4487121222,100,13,3,4,1,1,0,15891,7.0,58,213,0,15,1,7,0,4,0,16817,7.2,53,219,0,1.0
273,NA1_4486975192,200,12,4,6,0,1,0,16099,6.6,55,184,1,22,0,11,1,1,0,18679,7.4,48,208,0,
274,NA1_4486542023,200,15,2,6,0,1,0,15478,6.6,44,182,0,19,4,13,1,2,0,19287,7.4,39,192,0,1.0
275,NA1_4486191768,100,13,2,6,0,0,0,15191,6.4,40,152,0,16,1,15,0,7,0,21038,7.6,72,201,0,1.0
276,NA1_4486073950,100,13,1,9,0,3,0,18269,7.0,53,219,1,15,0,5,1,3,0,16332,7.0,44,223,0,
277,NA1_4481927651,200,18,1,10,0,1,0,18250,7.0,52,214,1,12,4,6,0,0,0,17176,7.2,68,232,0,
278,NA1_4478913889,200,17,7,3,1,3,0,15834,7.0,60,214,0,20,6,4,1,3,0,15617,7.0,60,199,0,1.0
279,NA1_4472910748,200,20,2,5,0,1,0,14914,6.4,55,167,0,16,2,10,0,7,0,19027,7.0,44,219,0,1.0
280,NA1_4492149085,200,24,2,4,0,1,0,15588,6.6,52,200,1,18,4,9,1,6,0,18982,7.2,44,216,0,
281,NA1_4490029334,100,17,18,7,1,3,0,18402,7.6,81,220,1,32,0,5,0,1,0,17654,7.0,53,237,0,
282,NA1_4490001770,200,12,2,5,0,0,0,15154,6.6,48,185,1,13,2,10,1,4,0,18824,7.4,67,194,0,
283,NA1_4481924217,200,13,1,6,1,0,0,17162,6.8,57,204,1,12,1,5,1,0,0,15613,6.4,41,244,0,
284,NA1_4481906181,100,22,4,5,0,1,0,16229,6.8,48,220,0,62,2,3,0,1,0,15004,6.6,55,189,0,1.0
285,NA1_4481887418,200,9,4,3,0,5,0,16606,7.0,60,248,0,17,2,5,1,3,0,17131,7.2,60,237,0,1.0
286,NA1_4474169605,100,18,3,5,0,1,0,17022,7.4,60,234,0,20,3,7,1,1,0,16480,7.0,50,233,0,1.0
287,NA1_4473368584,100,10,2,6,1,5,0,17573,7.2,52,259,1,10,2,4,0,1,0,16701,7.4,75,211,0,
288,NA1_4472650040,100,18,1,7,0,5,0,17975,7.0,64,218,1,10,4,4,0,0,0,15110,6.8,66,199,0,
289,NA1_4471503253,200,18,3,4,0,2,0,16098,6.8,55,195,1,15,4,6,1,3,0,16737,6.8,68,237,0,
290,NA1_4496912757,100,12,5,5,1,2,0,16106,7.0,54,239,1,38,0,3,0,0,0,15111,6.8,60,212,0,
291,NA1_4496722586,100,15,0,9,1,2,0,18011,7.2,52,240,1,13,1,6,0,0,0,16901,7.0,71,206,0,
292,NA1_4496710535,100,14,0,10,1,0,0,17532,7.6,56,216,1,14,1,4,1,0,0,15915,6.8,60,217,0,
293,NA1_4494682095,100,0,0,0,0,0,0,2715,1.0,0,6,0,0,0,0,0,0,0,2732,1.2,4,2,0,
294,NA1_4492771660,100,15,1,7,0,2,0,16580,7.0,58,192,1,9,1,6,0,2,0,16944,7.0,69,233,0,
295,NA1_4492735363,100,11,2,7,1,3,0,17365,7.4,53,226,1,15,2,1,0,2,0,14838,6.8,54,215,0,
296,NA1_4492462420,100,18,2,3,1,0,0,15348,7.0,56,227,0,11,4,3,1,3,0,16042,7.0,60,251,0,1.0
297,NA1_4492453786,200,11,1,6,1,2,0,15622,6.8,54,188,0,12,2,6,0,3,0,17210,7.0,66,220,0,1.0
298,NA1_4492426803,200,15,1,6,0,4,0,17165,6.8,56,217,1,10,4,9,1,3,0,17298,7.0,58,183,0,
299,NA1_4492091995,200,15,3,6,1,0,0,16373,6.6,68,152,0,11,1,8,0,5,0,18652,7.0,64,228,0,1.0
300,NA1_4492791681,100,15,3,12,0,5,0,19784,7.4,42,208,0,27,2,5,1,2,0,16735,6.8,48,212,0,1.0
301,NA1_4492765943,100,19,2,6,0,0,0,16233,6.4,47,212,1,32,1,8,0,4,0,18040,6.6,40,206,0,
302,NA1_4492681502,200,13,21,4,1,3,0,16544,7.2,67,230,1,57,4,3,0,2,0,15447,7.0,52,212,0,
303,NA1_4492655457,100,15,11,8,0,2,0,17656,7.2,34,233,0,58,3,4,0,1,0,14807,6.6,38,207,0,1.0
304,NA1_4492633082,100,15,0,10,1,8,1,20757,7.0,68,220,1,34,3,6,0,0,0,16620,7.2,49,219,0,
305,NA1_4492601774,100,32,4,4,1,4,0,16486,7.0,52,222,1,14,3,0,1,2,0,14879,6.8,79,250,0,
306,NA1_4492574824,200,28,2,4,1,0,0,15685,6.8,57,184,1,22,2,3,1,4,0,15705,7.0,64,194,0,
307,NA1_4492259443,200,33,0,7,0,4,0,18180,7.0,41,248,1,15,4,3,1,0,0,15029,6.8,56,228,0,
308,NA1_4492246310,200,30,1,10,1,5,1,18661,6.6,48,194,1,17,5,4,1,3,0,16011,6.6,60,201,0,
309,NA1_4492231215,200,12,1,5,0,2,0,16045,7.2,63,203,0,27,1,6,0,2,0,16724,7.2,56,216,0,1.0
310,NA1_4476415340,200,45,2,2,0,0,0,13981,6.6,38,207,1,16,23,8,1,6,1,18615,6.8,51,224,0,
311,NA1_4476392100,100,13,2,5,0,1,0,16839,7.2,80,214,1,54,5,5,1,2,0,16459,7.2,60,224,0,
312,NA1_4476329000,200,13,2,2,0,1,0,14841,6.8,50,224,0,55,2,3,0,3,0,16524,7.6,64,240,0,1.0
313,NA1_4476325624,200,13,2,5,1,2,0,16791,7.0,69,222,0,58,3,4,1,3,0,15472,6.8,59,186,0,1.0
314,NA1_4476341962,200,16,2,5,1,6,0,17147,7.0,41,225,1,50,2,4,0,0,0,14510,6.6,48,209,0,
315,NA1_4476308434,200,33,1,1,0,3,0,15802,7.4,76,250,1,13,18,2,2,0,0,15215,7.2,56,231,0,
316,NA1_4472878799,200,15,4,3,1,1,0,15705,6.8,44,223,0,123,2,8,0,6,0,18379,7.2,40,208,0,1.0
317,NA1_4472846197,100,17,4,6,0,4,0,17661,7.0,40,226,0,60,0,10,1,0,0,17260,6.4,46,155,0,1.0
318,NA1_4472861433,200,33,5,4,0,3,0,15707,7.2,44,248,0,16,15,9,0,3,0,18354,7.0,56,230,0,1.0
319,NA1_4472840360,100,15,1,8,0,2,0,17875,7.0,52,222,0,13,4,2,1,3,0,14723,6.6,52,201,0,1.0
320,NA1_4485575740,200,15,3,5,1,1,0,15820,6.8,55,204,0,61,4,3,0,0,0,15762,7.0,56,218,0,1.0
321,NA1_4479239986,100,39,4,7,0,8,0,18825,7.4,64,254,0,18,21,6,2,0,0,16669,7.2,76,208,0,1.0
322,NA1_4477192771,200,14,1,2,0,1,0,14680,6.6,36,239,0,52,4,7,1,3,0,18259,6.8,44,230,0,1.0
323,NA1_4476860681,100,18,0,11,0,2,0,19002,7.2,54,247,1,19,3,6,0,0,0,16924,6.6,47,220,0,
324,NA1_4476796527,100,8,4,10,0,6,0,17934,7.0,36,248,1,20,0,5,1,0,0,15495,7.0,56,188,0,
325,NA1_4476727343,100,16,1,7,0,4,0,17271,6.8,48,198,1,14,2,10,1,8,1,19681,6.8,46,225,0,
326,NA1_4476722546,100,13,2,10,1,8,0,20082,7.4,75,214,1,15,1,5,0,4,0,17229,7.0,53,228,0,
327,NA1_4475523042,200,16,2,2,0,0,0,14741,6.8,54,212,0,14,2,5,0,5,0,18002,7.2,60,258,0,1.0
328,NA1_4453136840,200,13,5,7,0,6,0,18199,7.0,42,228,0,15,1,8,2,5,1,18505,7.0,56,205,0,1.0
329,NA1_4452761074,100,15,4,8,1,2,0,17068,7.2,60,198,0,15,3,6,0,1,0,16104,6.8,51,229,0,1.0
330,NA1_4470675308,100,15,1,19,1,8,0,23242,7.4,64,210,1,12,1,11,1,0,0,17851,6.6,48,176,0,
331,NA1_4470682143,200,12,1,7,0,0,0,15545,6.6,60,172,0,13,2,11,1,3,0,18847,7.0,56,215,0,1.0
332,NA1_4470627480,200,160,4,8,1,5,0,19293,7.0,44,234,0,19,3,10,1,1,0,20079,7.4,76,212,0,1.0
333,NA1_4470170786,100,20,0,10,0,4,0,19869,7.0,61,212,1,15,2,7,1,6,0,17771,6.6,45,184,0,
334,NA1_4470127063,200,14,4,9,0,2,0,17200,6.6,40,176,1,21,4,11,2,5,0,18523,7.0,32,216,0,
335,NA1_4470104118,200,12,6,6,1,1,0,15544,6.2,41,195,0,22,2,13,1,5,1,20756,6.6,45,184,0,1.0
336,NA1_4470069715,100,15,4,7,1,2,0,18421,7.0,57,250,1,15,3,4,1,1,0,15819,6.8,61,230,0,
337,NA1_4470066335,100,14,5,4,1,2,0,15454,6.6,37,211,1,13,3,4,0,2,0,15166,6.8,38,198,0,
338,NA1_4470055038,100,15,2,8,2,2,0,18665,7.4,71,248,1,14,1,0,0,0,0,12746,6.0,20,222,0,
339,NA1_4470062318,200,13,5,8,0,1,0,16844,6.6,34,207,0,16,0,12,1,2,0,19829,7.0,57,201,0,1.0
340,NA1_4500497137,100,4,2,9,0,0,0,13215,5.4,44,109,1,6,0,3,0,0,0,9613,4.6,36,83,0,
341,NA1_4498967366,200,88,3,3,0,1,0,15669,6.8,60,233,0,14,4,3,0,0,0,15253,6.8,56,223,0,1.0
342,NA1_4496279762,200,19,3,2,0,1,0,15347,7.0,56,237,0,18,4,9,1,1,0,18142,7.0,53,231,0,1.0
343,NA1_4492789519,200,10,7,6,0,2,0,16555,7.2,57,271,0,19,1,3,2,1,0,15504,6.4,52,205,0,1.0
344,NA1_4492646074,200,13,4,6,2,0,0,16714,7.0,61,222,1,17,3,4,0,1,0,15887,7.0,66,233,0,
345,NA1_4492633213,200,2,0,0,0,0,0,3364,1.4,0,18,0,4,1,1,0,0,0,4065,1.6,8,15,0,1.0
346,NA1_4492606145,100,22,1,8,0,1,0,17203,7.0,52,197,0,11,4,4,0,2,0,15918,7.2,54,198,0,1.0
347,NA1_4492040229,200,15,0,2,0,1,0,14610,6.8,55,223,1,65,3,4,1,1,0,16658,7.0,73,225,0,
348,NA1_4491979261,200,15,2,7,1,0,0,17036,6.8,60,208,0,16,1,12,0,3,0,19694,7.2,56,219,0,1.0
349,NA1_4490708719,100,13,3,6,2,2,0,18527,6.8,80,207,0,15,0,11,0,6,0,19615,7.2,68,225,0,1.0
350,NA1_4503414853,100,25,2,3,1,5,0,16553,7.0,76,237,0,12,0,2,0,0,0,14845,7.0,52,226,0,1.0
351,NA1_4498841379,200,9,3,7,0,4,0,17197,6.8,44,207,0,20,4,7,2,0,0,16727,6.8,56,202,0,1.0
352,NA1_4498822178,200,12,3,3,1,0,0,15089,6.6,53,216,0,20,5,11,1,1,0,18515,7.2,54,201,0,1.0
353,NA1_4498799099,200,15,5,8,1,4,0,17678,7.0,48,223,0,23,5,6,0,3,0,17778,7.0,52,234,0,1.0
354,NA1_4498779392,200,22,4,4,2,0,0,16371,7.0,62,223,0,21,1,6,0,2,0,17308,6.8,50,228,0,1.0
355,NA1_4498767206,100,13,1,13,0,5,0,20186,7.4,55,221,1,26,5,11,0,4,0,20200,7.2,59,196,0,
356,NA1_4498746329,200,15,2,9,0,2,0,18470,6.8,51,197,0,15,1,10,1,2,0,17654,6.2,45,184,0,1.0
357,NA1_4485888874,200,18,3,4,0,2,0,16636,7.2,63,255,1,14,4,1,0,0,0,13718,6.8,51,215,0,
358,NA1_4485878825,100,21,2,10,0,3,0,18942,6.8,57,251,1,13,2,8,0,0,0,16989,6.4,35,198,0,
359,NA1_4485859588,100,20,8,11,1,2,0,19361,7.0,57,230,1,20,3,12,0,4,0,20242,6.6,44,203,0,
360,NA1_4505670728,200,12,4,4,1,0,0,15291,6.4,44,186,1,16,3,6,0,2,0,17245,7.4,80,213,0,
361,NA1_4505645633,200,13,5,6,1,0,0,16774,7.0,68,232,1,18,4,13,1,3,0,19833,7.0,51,188,0,
362,NA1_4504881695,100,12,0,4,1,8,1,15576,6.2,50,188,1,3,0,2,0,0,0,9703,4.0,24,82,0,
363,NA1_4504859494,100,12,4,11,0,4,0,19573,6.8,48,220,1,16,1,9,1,1,0,16814,6.4,44,168,0,
364,NA1_4501671125,200,246,0,9,1,1,0,17412,7.2,44,180,1,13,2,7,1,2,0,17503,6.8,52,208,0,
365,NA1_4501639381,100,16,1,7,1,2,0,16865,6.8,70,198,1,53,3,6,0,1,0,16358,7.0,48,226,0,
366,NA1_4492860591,200,18,3,6,0,3,0,16663,6.6,50,200,1,11,3,6,0,3,0,16869,7.0,52,214,0,
367,NA1_4485632353,200,44,6,4,2,4,0,15964,6.6,48,217,1,16,1,5,0,0,0,16565,7.0,68,221,0,
368,NA1_4481618965,100,15,2,9,2,5,0,19562,7.0,56,262,1,21,4,2,0,0,0,14528,6.4,52,186,0,
369,NA1_4480681700,100,39,3,11,1,5,0,18894,7.2,52,217,1,16,1,3,0,1,0,14864,6.6,44,211,0,
370,NA1_4474308930,200,14,2,8,0,2,0,17234,6.8,54,231,0,54,4,16,1,2,0,19529,7.0,38,224,0,1.0
371,NA1_4474336432,100,12,1,9,0,4,0,18533,7.4,48,251,0,13,1,5,0,0,0,17098,7.0,68,235,0,1.0
372,NA1_4471297341,200,13,0,9,0,1,0,17580,7.2,60,191,0,13,2,10,1,2,0,19238,7.2,68,246,0,1.0
373,NA1_4468667194,200,9,2,10,0,1,0,18706,7.4,54,224,0,15,2,12,0,2,0,20069,7.6,52,226,0,1.0
374,NA1_4468620608,200,13,2,5,0,0,0,16120,7.0,58,221,0,11,1,5,0,2,0,16595,7.0,61,236,0,1.0
375,NA1_4468559106,100,14,1,6,0,0,0,17278,7.0,60,230,1,60,1,4,0,1,0,16246,7.2,76,230,0,
376,NA1_4449621803,100,15,2,9,0,5,0,18812,7.0,33,244,1,13,1,5,1,1,0,16097,6.6,57,180,0,
377,NA1_4449619802,100,4,0,1,0,0,0,4790,2.6,16,36,0,0,0,3,0,0,0,5527,2.2,4,18,0,1.0
378,NA1_4449593359,100,14,4,10,0,2,0,18093,7.0,50,203,1,14,1,6,2,1,0,15955,6.8,66,177,0,
379,NA1_4449558726,100,17,3,8,1,3,0,16799,6.8,52,178,1,14,4,2,1,1,0,14933,6.8,64,202,0,
380,NA1_4491957269,200,15,3,4,0,1,0,15313,6.8,49,221,1,15,5,9,1,6,0,19395,7.4,48,247,0,
381,NA1_4484132082,200,16,2,8,0,2,0,17731,6.8,52,217,1,58,7,8,1,0,0,17348,7.2,64,190,0,
382,NA1_4472422002,100,17,1,5,0,2,0,15878,7.0,64,188,0,13,6,12,0,3,0,18938,7.0,48,217,0,1.0
383,NA1_4472376496,100,12,0,9,1,9,1,19939,7.4,72,225,1,8,0,3,0,1,0,13411,6.0,33,176,0,
384,NA1_4452350079,200,23,3,7,0,3,0,17522,6.8,53,219,1,17,3,7,0,1,0,17026,6.8,56,187,0,
385,NA1_4452256854,200,11,2,5,1,0,0,16234,6.8,76,208,1,15,1,5,0,0,0,15385,6.8,48,217,0,
386,NA1_4452262792,100,12,2,10,1,2,0,17415,7.2,49,246,1,12,2,5,0,1,0,16343,7.0,66,221,0,
387,NA1_4452188566,200,9,2,4,1,3,0,15872,7.2,48,222,0,19,1,4,1,3,0,16676,6.8,61,222,0,1.0
388,NA1_4452184346,200,28,4,6,0,3,0,17221,6.8,50,237,1,13,1,9,0,4,0,17699,6.8,37,220,0,
389,NA1_4452177375,200,11,3,0,1,0,0,13753,6.6,72,197,0,16,1,4,1,2,0,15084,6.6,56,175,0,1.0
390,NA1_4505285533,200,15,3,7,1,6,0,17766,7.2,52,211,0,13,1,6,1,2,0,16967,7.2,60,215,0,1.0
391,NA1_4505256459,100,12,1,9,1,0,0,18368,7.4,66,205,1,10,0,1,0,1,0,14103,6.8,48,199,0,
392,NA1_4502517389,200,14,2,2,0,3,0,14855,6.8,56,226,0,14,2,10,1,3,0,18556,7.0,48,196,0,1.0
393,NA1_4502493756,100,18,2,15,0,6,0,22026,7.0,40,231,1,19,0,9,0,0,0,16457,5.8,60,141,0,
394,NA1_4501692806,100,36,1,2,1,3,0,15520,6.8,55,212,1,30,1,4,0,2,0,15329,7.2,60,204,0,
395,NA1_4501610066,200,14,3,3,1,2,0,15143,6.0,44,191,1,58,2,9,1,4,0,18067,7.2,56,216,0,
396,NA1_4501575327,200,18,1,4,0,1,0,16248,6.6,53,215,0,13,5,6,2,1,0,16415,7.0,56,211,0,1.0
397,NA1_4501540276,100,142,4,8,2,1,0,17559,7.0,51,206,1,22,2,5,0,3,0,17712,7.0,71,241,0,
398,NA1_4500709159,200,10,1,6,0,2,0,16204,6.6,48,195,0,62,0,9,2,3,0,18794,7.2,76,226,0,1.0
399,NA1_4500675514,100,15,0,9,1,6,0,19401,7.2,48,246,1,13,1,4,0,1,0,15983,6.6,60,186,0,
400,NA1_4505728460,100,84,1,9,2,1,0,18391,7.2,72,231,1,12,2,1,0,4,0,14666,6.6,56,228,0,
401,NA1_4505725792,200,18,12,8,0,1,0,17992,7.0,60,203,1,36,5,12,1,4,0,19894,7.2,60,218,0,
402,NA1_4501482260,100,15,1,10,1,2,0,18118,7.0,52,207,1,14,3,6,0,0,0,16427,7.0,55,193,0,
403,NA1_4501445313,100,14,1,9,1,3,0,18927,7.4,70,246,1,14,2,6,1,0,0,16899,7.0,50,212,0,
404,NA1_4501416939,100,13,3,7,2,0,0,17816,6.8,64,223,1,16,1,7,0,3,0,17446,6.8,59,199,0,
405,NA1_4500467629,100,13,3,8,2,3,0,18497,7.2,64,229,0,14,2,4,0,2,0,16145,7.0,60,228,0,1.0
406,NA1_4500451250,100,13,2,4,1,4,0,16644,6.8,56,209,0,16,3,6,1,0,0,15947,6.8,48,186,0,1.0
407,NA1_4500423971,100,9,0,6,0,0,0,16608,6.8,56,169,0,10,2,12,1,5,0,19794,7.6,56,262,0,1.0
408,NA1_4500130889,100,18,1,3,0,2,0,16038,7.0,65,221,1,15,1,4,2,0,0,15631,6.8,64,209,0,
409,NA1_4500112790,200,11,1,10,0,6,0,19595,7.2,64,199,0,15,1,10,1,6,0,19110,7.0,59,186,0,1.0
410,NA1_4492968848,200,16,1,7,0,3,0,16797,7.0,29,224,0,129,3,8,1,2,0,17750,7.2,62,242,0,1.0
411,NA1_4492925353,100,14,3,6,2,4,0,17696,7.0,56,245,0,16,3,4,0,1,0,15805,6.6,47,214,0,1.0
412,NA1_4492894308,100,17,4,8,1,2,0,17871,7.2,52,245,1,15,1,1,0,1,0,13988,6.6,57,203,0,
413,NA1_4492860276,100,10,1,10,1,7,0,20150,7.2,55,214,1,11,0,4,1,1,0,14370,6.6,52,166,0,
414,NA1_4492835022,200,11,1,6,0,4,0,16573,7.0,52,217,0,26,3,5,1,0,0,15948,6.8,56,202,0,1.0
415,NA1_4492804010,100,13,2,6,1,3,0,17687,7.2,56,258,1,11,3,2,0,0,0,14390,6.6,50,225,0,
416,NA1_4492757413,100,13,9,4,0,0,0,15883,6.8,52,232,0,37,2,3,1,1,0,15298,6.8,40,221,0,1.0
417,NA1_4492730807,200,18,2,6,0,1,0,15863,7.0,55,198,1,15,1,8,2,1,0,17466,7.0,56,202,0,
418,NA1_4492696330,100,18,2,9,2,2,0,18179,6.8,64,187,1,6,2,1,0,4,0,15293,6.6,64,245,0,
